"File","SUM_LOC+","MAX_LOC+","SUM_LOC-","MAX_LOC-","MAX_SET","AVG_SET","NO_REV","SUM_CHRN","MAX_CHRN","Age","CountOfDeveloper","REF","BUG"
"proposal/anteater/bootstrap/Bootstrap.java",360.00,260,284.00,270,11,5.60,5,644.00,329,44.14,1,"FALSE","TRUE"
"proposal/anteater/bootstrap/Bootstrap2.java",304.00,267,17.00,9,7,4.00,5,321.00,267,44.14,1,"FALSE","TRUE"
"proposal/anteater/source/coretasks/buildtarget/org/apache/ant/buildtarget/BuildTargetTask.java",69.00,69,0.00,0,4,4.00,1,69.00,69,43.42,1,"FALSE","FALSE"
"proposal/anteater/source/coretasks/echo/org/apache/ant/echo/EchoTask.java",22.00,12,12.00,12,11,9.00,2,34.00,22,44.14,1,"FALSE","FALSE"
"proposal/anteater/source/main/org/apache/ant/AbstractTask.java",0.00,0,0.00,0,11,11.00,1,0.00,0,44.14,1,"FALSE","FALSE"
"proposal/anteater/source/main/org/apache/ant/Ant.java",119.00,77,90.00,77,11,7.00,3,209.00,101,44.14,1,"FALSE","TRUE"
"proposal/anteater/source/main/org/apache/ant/AntException.java",119.00,118,1.00,1,11,9.00,2,120.00,119,44.14,1,"FALSE","TRUE"
"proposal/anteater/source/main/org/apache/ant/AntFrontEnd.java",105.00,105,0.00,0,7,7.00,1,105.00,105,43.85,1,"FALSE","TRUE"
"proposal/anteater/source/main/org/apache/ant/cli/CLIFrontEnd.java",382.00,184,73.00,59,7,5.60,5,455.00,224,43.85,2,"FALSE","TRUE"
"proposal/anteater/source/main/org/apache/ant/cli/Main.java",129.00,64,65.00,64,11,8.00,3,194.00,116,44.14,1,"FALSE","TRUE"
"proposal/anteater/source/main/org/apache/ant/Project.java",200.00,163,25.00,17,11,6.40,5,225.00,180,44.14,2,"FALSE","FALSE"
"proposal/anteater/source/main/org/apache/ant/ProjectBuilder.java",211.00,161,33.00,25,11,7.00,4,244.00,186,44.14,2,"FALSE","FALSE"
"proposal/anteater/source/main/org/apache/ant/Target.java",13.00,13,0.00,0,11,8.50,2,13.00,13,44.14,1,"FALSE","FALSE"
"proposal/anteater/source/main/org/apache/ant/Task.java",0.00,0,0.00,0,11,11.00,1,0.00,0,44.14,1,"FALSE","FALSE"
"proposal/anteater/source/main/org/apache/ant/TaskClassLoader.java",0.00,0,0.00,0,11,11.00,1,0.00,0,44.14,1,"FALSE","FALSE"
"proposal/anteater/source/main/org/apache/ant/TaskManager.java",309.00,198,39.00,16,7,4.80,5,348.00,198,44.00,2,"FALSE","FALSE"
"proposal/antfarm/core/ant.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/AntException.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/AntSecurityManager.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/BuildEvent.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/BuildException.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/BuildListener.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/cmdline/DefaultLogger.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/cmdline/Main.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/ExitException.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/Import.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/Importer.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/Load.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/Project.java",2.00,1,1.00,1,28,14.50,2,3.00,2,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/Target.java",0.00,0,0.00,0,28,12.33,3,0.00,0,42.85,2,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/Task.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/TaskData.java",0.00,0,0.00,0,28,12.33,3,0.00,0,42.85,2,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/TaskProxy.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/core/org/apache/tools/ant/Workspace.java",0.00,0,0.00,0,28,12.33,3,0.00,0,42.85,2,"FALSE","FALSE"
"proposal/antfarm/tasks/org/apache/tools/ant/tasks/Copy.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
"proposal/antfarm/tasks/org/apache/tools/ant/tasks/Echo.java",0.00,0,0.00,0,28,28.00,1,0.00,0,42.85,1,"FALSE","FALSE"
